system:index,dewpoint_temperature_2m,gauge_id,potential_evaporation,snow_depth_water_equivalent,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,.geo
19861231T00_00000000000000000000,294.56396018961453,3858.0,-0.009674426082954195,-7.345364920210326E-25,2.0016953159924246E7,-5352161.100636539,96930.34671508396,296.39313099502067,4.5692334606666066E-4,-3.1062771760405834,-0.37035160209185763,0.3413937014942446,0.33247144306669896,0.34241659784625555,0.3762652794348648,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T01_00000000000000000000,294.6575572292646,3858.0,-5.849076729814407E-5,-7.345364920210326E-25,0.0,-132419.08507647683,96976.07769387195,296.07561650532796,2.0320496756913272E-5,-2.32426859131052,-0.3654745622589032,0.3414713323596049,0.33248103710356974,0.3424175514704025,0.3762635720623394,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T02_00000000000000000000,294.68653482319445,3858.0,-1.1096475824727029E-4,-7.345364920210326E-25,0.0,-203856.41482981746,96984.07904109564,295.97625387816765,6.990667528182455E-5,-2.183281531206742,-0.39106135288326616,0.3417811879630566,0.3324912131080384,0.3424175514704025,0.3762631558551676,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T03_00000000000000000000,294.6458230157835,3858.0,-1.582132910207142E-4,-7.345364920210326E-25,0.0,-271142.80717028776,96940.6852806565,295.81801211854645,1.1611221280475928E-4,-1.8513753376150563,-0.32721247881991133,0.34206778051551023,0.3325048696801,0.342418586570013,0.3762599867405786,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T04_00000000000000000000,294.5775057206531,3858.0,-2.0659534581343822E-4,-7.345364920210326E-25,0.0,-311815.958624862,96916.02342681425,295.7771329011324,1.4747214067100794E-4,-1.7620445932567617,-0.2972789818386809,0.34223869155561903,0.33251574043347365,0.3424182851509329,0.3762587521665569,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T05_00000000000000000000,294.4540617125697,3858.0,-2.510990360343629E-4,-7.345364920210326E-25,0.0,-368884.5581829661,96913.32721178123,295.64788159491775,1.854112628431697E-4,-1.6700097842158548,-0.2854464672071966,0.3424631512405256,0.3325282675870382,0.34241828073600616,0.37625735584567865,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T06_00000000000000000000,294.40195666047305,3858.0,-2.9261800177774334E-4,-7.345364920210326E-25,0.0,-422986.57307065075,96914.71880938801,295.5498099051405,2.0702652567734477E-4,-1.5591088218273557,-0.23610649969797406,0.342570052266566,0.33254249448734596,0.34241889561487515,0.37625548752901067,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T07_00000000000000000000,294.41287293816174,3858.0,-3.2517076954751177E-4,-7.345364920210326E-25,0.0,-494174.2736598452,96914.96097757143,295.45757661705363,2.213084855757693E-4,-1.7740491816594788,-0.4896772072488177,0.3426190796251632,0.33255286715672705,0.3424197236142922,0.37625451062615994,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T08_00000000000000000000,294.39783201288395,3858.0,-3.6556851923280734E-4,-7.345364920210326E-25,0.0,-536822.0377189751,96938.51748000123,295.4333269174549,2.329433853738254E-4,-1.8229531013167282,-0.4716468942278885,0.342637781254264,0.33256529437240767,0.34242016310016793,0.37625389655000485,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T09_00000000000000000000,294.4220541071505,3858.0,-4.2082623487626596E-4,-7.345364920210326E-25,84949.38034615183,-604221.2220527118,96981.36254393477,295.5458148468851,2.4482170091955183E-4,-2.253706596583618,-0.5749546917755752,0.34264447187485625,0.33257465361545435,0.342418529978681,0.37625162125737516,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T10_00000000000000000000,294.1099119811013,3858.0,-6.158263021534758E-4,-7.345364920210326E-25,621733.8696933029,-694980.2222368352,97019.53615742046,296.56302615810927,2.84596320890955E-4,-3.4224261104718794,-0.9211876545256416,0.3427219911629802,0.33255801094757936,0.3424080132221497,0.37624824865480555,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T11_00000000000000000000,293.6285481697519,3858.0,-0.0011143413723084215,-7.345364920210326E-25,1782977.980588142,-801627.5775948231,97038.24046257693,298.3725043672133,3.7015524347280355E-4,-3.537185016338888,-0.4246066748308881,0.3425155732763252,0.33247824165231443,0.34237770916592963,0.37624425996929584,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T12_00000000000000000000,293.3514632957966,3858.0,-0.0017924440488767208,-7.345364920210326E-25,3332448.839602294,-948975.92053764,97063.89193400164,299.6810794316385,5.098540088769054E-4,-3.5042055643641445,0.02645928367170448,0.3423525601385567,0.3323579601878038,0.34233300923811993,0.37623547868027746,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T13_00000000000000000000,293.31506315306865,3858.0,-0.00257667146705052,-7.345364920210326E-25,5091443.598032509,-1103641.9402651377,97076.1104778904,300.5418921276034,6.050389140312857E-4,-3.512140597842581,0.3746646445831888,0.34157638353139774,0.3322309648239966,0.34228661759070644,0.3762248170338823,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T14_00000000000000000000,293.3358312921176,3858.0,-0.003610173486546681,-7.345364920210326E-25,7588218.637277078,-1341425.3831343043,97016.48206523882,301.6796454578579,6.829431970766216E-4,-3.6648814472120415,0.6340571641357586,0.3405362898361876,0.3320410511370641,0.3422191454714655,0.3762127819439557,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T15_00000000000000000000,293.39769039728986,3858.0,-0.0046997924087735414,-7.345364920210326E-25,1.0167778983954968E7,-1630930.6374875044,96966.39035354137,302.38546663988984,7.247474668692277E-4,-3.806864793299751,0.7687513780992717,0.3393452425759107,0.33183457946857603,0.3421448502838343,0.3762005180805596,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T16_00000000000000000000,293.54139127986673,3858.0,-0.005777119965441402,-7.345364920210326E-25,1.2719897349203007E7,-1960222.0719659107,96882.43730108105,302.6788803213767,7.55854590556623E-4,-3.9978979869683764,0.8257814253127217,0.3381623456715043,0.3316194673873641,0.34206840221744783,0.3761871111525297,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T17_00000000000000000000,293.36002642964485,3858.0,-0.0067685759060009945,-7.345364920210326E-25,1.503640838134568E7,-2300096.162449364,96821.0863645181,302.3718967874219,8.940459154482805E-4,-4.20733093622137,0.7456777330713923,0.33794511442552183,0.33142816339990777,0.34199947076428533,0.37617381660444954,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T18_00000000000000000000,292.97299686881206,3858.0,-0.007515564099564856,-7.345364920210326E-25,1.6592775122468304E7,-2656533.614314272,96778.09271512834,301.5893903410511,0.0010428640266879749,-4.445491360015121,0.8513937430427178,0.3384338086718379,0.33133336489176385,0.3419617520395099,0.37616738726724114,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T19_00000000000000000000,293.3413939920767,3858.0,-0.008052504850785966,-7.345364920210326E-25,1.7441899731758635E7,-2942462.1970119397,96848.2660649643,300.444227294986,0.001112998283175962,-4.095199924910284,1.1317954277388955,0.33859588303566734,0.3312841629428873,0.34194435321511446,0.37616320633174577,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T20_00000000000000000000,293.5689004531531,3858.0,-0.008453379740525131,-7.345364920210326E-25,1.7915445166605286E7,-3176060.2471197844,96902.2035359895,299.53527685776766,0.0011300343772953933,-4.03189275632107,1.054773278010375,0.338387356018166,0.33125014794017693,0.3419285381452998,0.37615801397670073,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T21_00000000000000000000,293.89275930234976,3858.0,-0.008691605062328965,-7.345364920210326E-25,1.798910185038666E7,-3342533.1914882427,96878.00142633913,298.38522441454023,0.0011520591123237844,-3.7400474919595026,0.9300429007890275,0.3383619725983261,0.33125017643652127,0.3419262941585132,0.37615687211613763,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T22_00000000000000000000,294.24406488653295,3858.0,-0.008832890410821873,-7.345364920210326E-25,1.798910185038666E7,-3540927.9289810094,96963.38864300301,297.3968628955556,0.0011712822346404538,-3.4596401063890054,0.6513377905105189,0.3383849538967355,0.3312591122479709,0.3419255733214056,0.3761555448286572,"{""type"":""MultiPoint"",""coordinates"":[]}"
19861231T23_00000000000000000000,294.5048880453921,3858.0,-0.008924655205127696,-7.345364920210326E-25,1.798910185038666E7,-3718875.4857698986,97013.99586503427,296.67543906750103,0.0012123469564087207,-2.9591793951515872,0.44900692984860796,0.3386094838191108,0.33126794491068057,0.34192596143358994,0.3761549829289074,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870101T00_00000000000000000000,294.6366559015128,3858.0,-0.00898089946030448,-7.345364920210326E-25,1.798910185038666E7,-3883293.930033141,97083.0984609675,296.15574449331183,0.0012677176050438141,-2.5183054213960583,0.35207464754051515,0.33896750667318554,0.33127852548296904,0.3419270559340313,0.37615293761381824,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870101T01_00000000000000000000,294.72986544546285,3858.0,-4.3068520920846465E-5,-7.345364920210326E-25,0.0,-114584.0863373928,97091.94342153719,295.84616233676775,4.8041142128594914E-5,-2.4635767700156777,0.3316991118606131,0.3392763604896548,0.3312877029113112,0.34192818013488774,0.37615169501265733,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870101T02_00000000000000000000,294.737731396578,3858.0,-8.268752931730134E-5,-7.345364920210326E-25,0.0,-203125.47187845228,97059.0565326375,295.6862983011272,9.703677667156815E-5,-2.2995507317907813,0.24965313762885744,0.3395961777729566,0.3312991937611944,0.34192835793602283,0.3761500691155956,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870101T03_00000000000000000000,294.67893598557424,3858.0,-1.0703547572411052E-4,-7.345364920210326E-25,0.0,-319113.6265716238,97003.86674404229,295.4230145784472,1.4879150242922494E-4,-1.9299485804475363,0.2514770280443778,0.3399468674339395,0.3313115366919123,0.3419293444714408,0.37614940125760726,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870101T04_00000000000000000000,294.6550273165798,3858.0,-1.4234143012637902E-4,-7.345364920210326E-25,0.0,-363032.6498500709,96991.31148259538,295.42699683823173,1.9563100983163497E-4,-1.6984499194293545,0.35668572592355235,0.34025639191789603,0.3313237190798449,0.34193018611699455,0.3761487462430418,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870101T05_00000000000000000000,294.48888281746395,3858.0,-1.8395192745176024E-4,-7.345364920210326E-25,0.0,-397425.89873217937,96988.76111808876,295.4844850488687,2.6883723135780673E-4,-1.4610636890376654,0.41140492208640267,0.3407668152288933,0.3313370786477531,0.34193048593064673,0.376145633719785,"{""type"":""MultiPoint"",""coordinates"":[]}"
