system:index,dewpoint_temperature_2m,gauge_id,potential_evaporation,snow_depth_water_equivalent,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,.geo
20061226T00_00000000000000000000,293.57756753845547,3858.0,-0.009635852211117709,-7.345364920210326E-25,1.9332615690462407E7,-6029083.333894473,96920.12297752048,296.8139833334626,4.5862180481228446E-4,-3.1608263114380546,-0.6269649168676061,0.2884003099747262,0.2834750880911109,0.31950768617209274,0.3660512243191906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T01_00000000000000000000,293.5783709370987,3858.0,-9.790168684357104E-5,-7.345364920210326E-25,0.0,-216143.46784911104,96968.4626924253,296.3761780236281,8.022230596888277E-7,-2.99117420691607,-1.1655682372083613,0.28834484204092564,0.2834839556718764,0.3195074694393321,0.3660494731987562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T02_00000000000000000000,293.4142301130899,3858.0,-1.826670863119603E-4,-7.345364920210326E-25,0.0,-432693.64478010416,96941.2199537883,295.95337994997084,2.258271116110168E-6,-2.694245009277062,-1.4537885048706882,0.28829845119622594,0.28349030634312,0.3195101428780701,0.36604895946184207,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T03_00000000000000000000,293.17197527582664,3858.0,-2.614927045862598E-4,-7.345364920210326E-25,0.0,-634653.2301212582,96890.49896040198,295.613698735895,3.4624317651031013E-6,-2.3712824897178115,-1.5469968808720127,0.28825190944130785,0.28349860199021176,0.31951141036336284,0.36604697033672784,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T04_00000000000000000000,292.9290810536408,3858.0,-3.2233456282470424E-4,-7.345364920210326E-25,0.0,-864327.268412331,96856.79918825456,295.2081853479369,4.4089852289847705E-6,-2.0369777812894547,-1.531126018425636,0.2882110842136301,0.2835071031320691,0.31951178242126865,0.3660456049203359,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T05_00000000000000000000,292.7248808046877,3858.0,-3.754029352173033E-4,-7.345364920210326E-25,0.0,-1077511.5974406854,96832.04713680033,294.9261188730837,5.244796212690671E-6,-1.795683213841552,-1.5652834225869872,0.2881712403037295,0.2835154529623508,0.3195137916142312,0.36604473798929327,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T06_00000000000000000000,292.55246042479064,3858.0,-4.204045155133782E-4,-7.345364920210326E-25,0.0,-1291629.2048766373,96868.15525972069,294.68767866084175,5.415747234851296E-6,-1.5625188950831574,-1.6459146817006804,0.2881310885530372,0.28352358565851515,0.3195153990488725,0.3660423250312249,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T07_00000000000000000000,292.21391983911184,3858.0,-4.739130033516506E-4,-7.345364920210326E-25,0.0,-1467234.981390394,96901.7329579081,294.6106354599404,6.1566668256531345E-6,-1.485922622018425,-1.897698308035728,0.28808831273051366,0.2835295217280147,0.31951661796997255,0.36604076054177864,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T08_00000000000000000000,292.077145965141,3858.0,-5.285288700355246E-4,-7.345364920210326E-25,0.0,-1651887.0881687622,96941.13819625732,294.4534356181815,6.525060781308281E-6,-1.3715907218825139,-1.972170999797793,0.28804425818470236,0.28353780693982533,0.31951836146462476,0.3660387003764816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20061226T09_00000000000000000000,292.03681936328746,3858.0,-6.212641020721459E-4,-7.345364920210326E-25,146758.54016518488,-1835703.1249145134,97004.30379298124,294.8460630065382,6.731590099393692E-6,-1.313927371157382,-1.99267454507055,0.287971543139439,0.28354392442267257,0.3195157004679526,0.3660364395327027,"{""type"":""MultiPoint"",""coordinates"":[]}"
