system:index,dewpoint_temperature_2m,gauge_id,potential_evaporation,snow_depth_water_equivalent,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,.geo
20201222T00_00000000000000000000,292.4416380360548,3858.0,-0.011795479340208428,-7.345364920210326E-25,2.1065479047924656E7,-7245644.00615498,96960.59562267379,296.04189467220664,4.463764768800042E-5,-3.505498922732221,-0.23011798839578124,0.2834442052781484,0.2962104949477571,0.3282514013555,0.3681744624616546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T01_00000000000000000000,292.6422293321518,3858.0,-9.65185695413998E-5,-7.345364920210326E-25,0.0,-262592.86758903664,96969.01569651217,295.55127161348986,7.066686972180071E-7,-3.3073505821230027,-0.5330946908906957,0.283406866237061,0.2962121124163224,0.3282519885407385,0.36817382390272463,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T02_00000000000000000000,292.70506480717313,3858.0,-1.6890906544734513E-4,-7.345364920210326E-25,0.0,-515934.67533799744,96932.49889793155,295.13243986092914,3.4164194619488164E-6,-3.0557770557233983,-0.7710484477557941,0.28339301259872973,0.2962144543342082,0.32825204994835394,0.3681720330479506,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T03_00000000000000000000,292.68405357985756,3858.0,-2.2729311378069005E-4,-7.345364920210326E-25,0.0,-749959.240083645,96902.9041498435,294.81526639702435,1.0224393067677747E-5,-2.8134774214039013,-0.98841071049828,0.2834213716791018,0.29621624679441,0.328252709779203,0.3681716433303384,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T04_00000000000000000000,292.60771982796126,3858.0,-2.7976229545235575E-4,-7.345364920210326E-25,0.0,-959553.7103345782,96867.64636508527,294.5850494776488,1.7346397925730127E-5,-2.65774229496092,-1.0958551027276997,0.2834513016706312,0.2962195688260021,0.32825262188202786,0.36817085747340267,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T05_00000000000000000000,292.5286471880467,3858.0,-3.2032212892435443E-4,-7.345364920210326E-25,0.0,-1181525.1837419118,96861.95572142633,294.3117095924791,2.542925625529969E-5,-2.4843154394292366,-1.009371032506138,0.2834951093819096,0.2962201973510079,0.32825333148114044,0.3681706584003484,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T06_00000000000000000000,292.4797442011433,3858.0,-3.5437815245269335E-4,-7.345364920210326E-25,0.0,-1389858.02022726,96884.12712789825,294.115836912945,3.795585932589396E-5,-2.287571507041073,-0.8068185642019077,0.28358015772532386,0.2962222474823807,0.3282547286047326,0.36816909150276045,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T07_00000000000000000000,292.3023705906667,3858.0,-3.8043080181239286E-4,-7.345364920210326E-25,0.0,-1607169.7722131626,96903.35738396115,293.9010906774357,4.494922496548919E-5,-2.151458237735456,-0.6915506638546934,0.28362030746923117,0.2962258950144709,0.328254881120379,0.3681671140169981,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T08_00000000000000000000,292.3978887206092,3858.0,-4.053273705593245E-4,-7.345364920210326E-25,0.0,-1780514.1783365766,96922.34830766844,293.83532526205965,5.178269453719474E-5,-2.0191786089414574,-0.557129900812557,0.28366143532006005,0.29622881328095707,0.32825642995690363,0.36816552303799216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T09_00000000000000000000,292.50649021744084,3858.0,-4.581999104436501E-4,-7.345364920210326E-25,124656.67441738115,-1932528.1060024202,96975.47353946649,294.2710969981016,7.02191664149869E-5,-2.4609558604756794,-0.7313924345226889,0.2837735287011456,0.2962304315522364,0.3282550665472964,0.3681642880626136,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T10_00000000000000000000,292.2316494314138,3858.0,-6.617651842238621E-4,-7.345364920210326E-25,653847.5750434003,-2058281.3914987636,97012.97358385335,295.7308906789166,1.1808426638280164E-4,-3.4022374795057493,-0.9474697993513943,0.28403489275754745,0.2962160481227126,0.3282424354422781,0.36816195617865205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T11_00000000000000000000,291.6257944652398,3858.0,-0.0011943774503117334,-7.345364920210326E-25,1844763.039244568,-2200866.3988373927,97044.95232500882,297.72284461725854,1.6878493311679984E-4,-3.8019648629252307,-0.4941001751915922,0.28400995885750746,0.29617345331218004,0.32821387648613803,0.3681549769824028,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T12_00000000000000000000,290.9858817502334,3858.0,-0.0019674151569481014,-7.345364920210326E-25,3479316.7179230885,-2394803.0561839114,97050.17009356586,299.25433431807284,2.034825609298361E-4,-3.8806297980138016,-0.006616978813643778,0.2836325039046574,0.2961124667201226,0.32816904972952765,0.3681458657779598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222T13_00000000000000000000,290.4730849658629,3858.0,-0.0028960847255792817,-7.345364920210326E-25,5349709.211583987,-2583992.0515808295,97032.11214506936,300.45607638084385,2.245459970353534E-4,-3.821729330219093,0.2651288171351078,0.2831720559574063,0.29603772321676247,0.32811755844052787,0.36813555531890835,"{""type"":""MultiPoint"",""coordinates"":[]}"
