Bacia,Estações,Melhor Resultado
676964,"RIBEIRÃO DOS MACACOS, INHAUMA, RIBEIRÃO SÃO JOÃO, PONTE DA TAQUARA, PONTE DA TAQUARA",3
676966,"CAPTAÇÃO DA COPASA, CRUCILANDIA, CRUCILÂNDIA, RIO MANSO, CONCEIÇÃO DO ITAGUA, BARRAGEM RIO MANSO, RIO ITATIAIA (jusante de Itatiaiuçu), CAPTAÇÃO COPASA - BRUMADINHO, RIO MANSO",5
676968,"USINA JOÃO RIBEIRO, CACHOEIRA DO GORDO, ENTRE RIOS DE MINAS, ENTRE RIOS DE MINAS, ENTRE RIOS DE MINAS, JECEABA, PCH SALTO DO PARAOPEBA RIO CAMAPUÃ",3
676972,ABAETÉ,0
676974,"ABAETÉ, ABAETÉ",1
676982,"RIO  DO PICÃO  (jus. de Bom Despacho), LUZ, MARTINHO CAMPOS, ABAIXO USINA PARI, DORES DO INDÁIA",1
676984,"PEDRA DO INDÁIA, USINA CAMARÃO, SANTO ANTÔNIO DO MONTE, ARAÚJOS, PONTE BR-262, ESTAÇÃO ALVARO DA SILVEIRA, COLÔNIA ALVARO DA SILVEIRA, CGH JOÃO DE DEUS MONTANTE, CGH JOÃO DE DEUS BARRAMENTO, CGH JOÃO DE DEUS JUSANTE 1, CGH JOÃO DE DEUS JUSANTE 2, MARTINHO CAMPOS, PORTO DA FORMIGA",3
676986,"RIO SÃO JOÃO(cidade de São João), ITAÚNA MONTANTE, ITAÚNA, ITAÚNA, PARÁ DE MINAS, PARÁ DE MINAS, ESTAÇÃO DE GUARDAS, PCH CAIXÃO BARRAMENTO, PCH CAIXÃO JUSANTE, CGH BRITOS, CGH CARIOCA MONTANTE 2, CGH CARIOCA MONTANTE 1, PARÁ DE MINAS - CONCEIÇÃO DO PARÁ, CGH CARIOCA BARRAMENTO, PARÁ DE MINAS, CGH CARIOCA JUSANTE, JAGUARUNA, JAGUARUNA JUSANTE, RIO SÃO JOÃO",5
676988,"CLAÚDIO, AFLUENTE DO RIBEIRÃO DO CLÁUDIO, RIO ITAPECERICA, LAMOUNIER, MARILÂNDIA (PONTE BR-494), CARMO DA MATA, CLAÚDIO, PARI, PARI, ONÇA DE PITANGUI, PARI - COPASA, DIVINÓPOLIS, DIVINÓPOLIS, CGH PITANGUI MONTANTE 2, UHE FURNAS RIO JACARÉ",6
676994,TAQUARAL,0
676996,"FAZENDA CAPOEIRÃO, MONTANTE DO BOM SUCESSO, PONTE CAPOEIRÃO, TAPIRAÍ, TAPIRAÍ JUSANTE, ESTEIOS",5
677124,"MURIBECA, FAZENDA PÃO DE AÇÚCAR (DNOS), FAZENDA CAJUEIRO, FAZENDA RIACHO PRETO",3
677142,"ASSENTAMENTO MOACIR WANDERLEY, COLÉGIO AGRÍCOLA, BARRAGEM DO RIO POXIM, AÇUDE SIND. JAIME UMBELINO DE SOUZA, RIO POXIM BR-101, DESO - ARACAJU",3
677144,"LARANJEIRAS, FAZENDA BOA SORTE, PONTE BR-235, RIO CANCELO",2
677146,"CAJUEIRO DOS VEADOS, POVOADO CANDEIAS, AÇUDE JACARECICA I, AÇUDE JACARECICA II, RIACHUELO, AÇUDE MARCELA, AÇUDE ITABAIANA",4
677182,"SIMÃO DIAS, DESO - SIP, POVOADO MOENDA, DESO - BOQUIM, DESO - ITAPORANGA, COLÔNIA ENTRE RIOS, BOQUIM, POVOADO CAMPO DO CRIOULO, JACARÉ - LAGARTO, AÇUDE GOVERNADOR DIONISIO MACHADO, CARAMUSSE, DESO - PEDRINHAS, DESO - ARAUÁ, FAZENDA COTOVELO, RIO ARAUÁ, ESTÂNCIA, FAZENDA RIACHÃO, SAEE - FAZENDA BIRIBA, ESTÂNCIA, DESO - FAZENDA RIACHÃO, FAZENDA CEDRO, SANTA LUZIA DO ITANHY, FAZENDA ANTAS I, FAZENDA ANTAS II, INDIAROBA",19
677184,"DESO - CRISTINÁPOLIS, DESO - FAZENDA BOA HORA",1
677186,AÇUDE JABIBERI,0
677214,FAZENDA CARRAPATINHO,0
677216,BREJINHO,0
677234,"AÇUDE ARACI MONTANTE (OLARIA DO CAPISTANA), ARACI, AÇUDE ARACI, AÇUDE TAPERA",1
677236,AÇUDE CARIACA,0
677238,"AÇUDE RIACHO DA ONÇA, RIO DO PEIXE / BA-120, QUEIMADAS",1
677254,"FAZENDA INCHU, AÇUDE SERROTE, AÇUDE SERROTE, AÇUDE RIO DO PEIXE MONTANTE I, AÇUDE RIO DO PEIXE MONTANTE II, AÇUDE RIO DO PEIXE, FAZENDA POÇO REDONDO",0
677264,"AÇUDE CACHOEIRA GRANDE MONTANTE, AÇUDE CACHOEIRA GRANDE, AÇUDE CACHOEIRA GRANDE JUSANTE",1
677266,JACOBINA I,0
677282,"COITE, FAZENDA PICADA DE CIMA",1
677286,AÇUDE SOHEM,0
677294,"FAZENDA ALECRIM, FAZENDA PASSAGEM FUNDA, ANTÔNIO GONÇALVES, PINDOBAÇU, CAMPO FORMOSO, CAMPO FORMOSO, AÇUDE AIPIM MONTANTE, AÇUDE AIPIM, AÇUDE AIPIM JUSANTE, AÇUDE PONTO NOVO MONTANTE MONT.2",0
677296,PONTE BA-375,0
677298,MIRANGABA,0
677312,FAZENDA CAJAZEIRAS,0
677322,"ALAGOINHAS, ENTRE RIOS",0
677332,"ENTRE RIOS, CABECEIRA DA PONTE, CAMBUIS, JANGADO",3
677362,"QUIRIÇO GRANDE, ITANAGRA, FAZENDA SUCUPIRA",1
677364,"ALAGOINHAS, PONTE RUA NOVA - IF_CATU, SANTIAGO, CENTRAL",3
677366,TEODORO SAMPAIO,0
677368,FAZENDA MANGABEIRA,0
677388,"DIAS D'AVILA, CAJAZEIRAS II",1
677392,CAMAÇARI,0
677394,"PORTO DE ARATÚ, CRUZAMENTO DA BR-324, AÇUDE JOANES II MONTANTE MONT.3, AÇUDE JOANES II MONTANTE MONT.2, COVA DE DEFUNTO, PONTE BA-512 - CANDÉIAS, JOANES II MONTANTE 2, ESTAÇÃO LAMARÃO - PETROBRÁS, JOANES II MONTANTE 3, PONTE DA BA-512 - Rio Lamarão, PONTE BA-522 - Rio Petecada, CANDÉIAS, AÇUDE JOANES II, PONTE BA-093 - Rio Itaboata, FABRICA DE MOLAS FABRINI - Montante, AÇUDE JOANES I, JOANES - REPRESA, JOANES - JUSANTE, PONTE DA BA-099 - CAMAÇARI, PONTE RIO BANDEIRA, POVOADO DE GUERREIRO, REPRESA DE IPITANGA III, AÇUDE IPITANGA II MONTANTE MONT.2, AÇUDE IPITANGA II MONTANTE MONT.1, AÇUDE IPITANGA II, AÇUDE IPITANGA II JUSANTE, AÇUDE IPITANGA I, AÇUDE IPITANGA I JUSANTE, TAMINA PARKAGUÁTIC0, SANTO ANTÔNIO DO RIO DAS PEDRAS, JARDIM DAS MARGARIDAS, PONTE BA-099 - Rio Ipitanga, BOEIRO DA ESTRADA, FAZENDA SANTO ANTÔNIO, BARRAGEM IPITANGA - MONTANTE, PEDREIRA BOM SUCESSO, BICO DOCE, BARRAGEM IPITANGA - JUSANTE, VIVA DEUS, BIRIBEIRA",39
677396,"FEIRA DE SANTANA, SANTO AMARO, SUBAE, SUBAE II, SANTO AMARO DA PURIFICAÇÃO, SANTO AMARO",1
677426,PONTE DE ACESSO A CIDADE PÉ DE SERRA,0
677432,IPECAETÁ,0
677436,"IPIRÁ, PONTE BR-116 - SANTO ESTEVÃO, UHE PEDRA DO CAVALO PONTE RIO PARATIGI",1
677462,PONTE NA BA-130 - RUY BARBOSA,0
677472,"AÇUDE JURACY MAGALHÃES MONTANTE, AÇUDE JURACY MAGALHÃES, AÇUDE JURACY MAGALHÃES JUSANTE",1
677476,"ITAETÉ, FAZENDA IGUAÇU, FAZENDA IGUAÇU, FAZENDA IGUAÇU, POVOADO DE COLÔNIA, PONTE NA BA-245 - Itate / Andaraí",1
677482,"FAZENDA ALAGOAS (Povoado) Estrada de acesso, BONITO, SÍTIO BAMBU",1
677492,FAZENDA PRATINHA,0
677494,"IRAQUARA, IRAQUARA",1
677498,"BONINAL, PONTE BA-245  (Mucugê / Boninal)",1
677518,"FAZENDA MISERICORDIA, PONTE BA-001",1
677522,"JAGUARIPE, AÇUDE RIO DA DONA, AÇUDE RIO DA DONA JUSANTE",2
677544,"AMARGOSA, AMARGOSA - FII -19",0
677556,"ENTRONCAMENTO VALENÇA, PONTE BA-001 - NAZARÉ / VALENÇA, PCH CANDENGO RIO PIAU, PCH CANDENGO MONTANTE, PCH CANDENGO BARRAMENTO, PCH CANDENGO JUSANTE, VALENÇA, COMPANHIA VALENÇA INDUSTRIAL",3
677562,VALENÇA,0
677566,"JAGUAQUARA, TESOURAS, CACHOEIRA DO INFERNO, SANTA LUZIA, WENCESLAU GUIMARÃES",4
677582,"ITUBERÁ, ITUBERÁ",1
677584,MARAU,0
677586,IGRAPIUNA,0
677588,CAMAMU,0
677614,UBAITABA II,0
677616,"CAPTAÇÃO DE SUSSUARANA, IBIRAPITANGA",1
677628,"AÇUDE MORRINHOS MONTANTE, AÇUDE MORRINHOS, AÇUDE MORRINHOS JUSANTE, POÇOES",1
677632,"BOAÇU, ITAJURU",0
677634,JACARÉ,0
677636,PONTE RIO DE CONTAS,0
677638,"BARRA DA ESTIVA, SINCORÁ",0
677646,"AÇUDE TREMENDAL MONTANTE, AÇUDE TREMEDAL, AÇUDE TREMENDAL JUSANTE",2
677648,"AÇUDE CHAMPRÃO MONTANTE, AÇUDE CHAMPRÃO, AÇUDE CHAMPRÃO JUSANTE",0
677658,"RIO OURIVES FII 20, ITUAÇU, TANHAÇU - MONTANTE, ITANHAÇU (Rio do Laço)",3
677676,"AÇUDE ARACATU MONTANTE, CAPTAÇÃO DA EMBASA, AÇUDE  ARACATU, AÇUDE ARACATÚ JUSANTE",2
677682,FAZENDA ESPINHEIRA,0
677688,"PAIOL, CACULÉ",1
677692,"AÇUDE BRUMADO JUSANTE, RIO DE CONTAS, RIO DE CONTAS - CIDADE, RIO BRUMADO (área de irrigação), JILÓ, AÇUDE LUIZ VIEIRA MONTANTE, AÇUDE LUIZ VIEIRA (BRUMADO), AÇUDE LUIZ VIEIRA JUSANTE, RIO DE CONTAS, AÇUDE RIACHO DO PAULO MONTANTE, AÇUDE RIACHO DO PAULO, AÇUDE RIACHO DO PAULO JUSANTE",4
677698,"AÇUDE JACARÉ-IBIASSUCÊ MONTANTE, AÇUDE JACARÉ-IBIASSUCÊ",0
677716,ITACARÉ,0
677724,"CAPTAÇÃO DE ÁGUA - Castelo Novo, LAGOA ENCANTADA",1
677744,FAZENDA BARRA,0
677746,"SANTA CRUZ DA VITÓRIA, ILHÉUS, IBICARAÍ, IBICARAÍ, FIRMINO ALVES, FLORESTA AZUL, IBICARAÍ, CAJUEIRO DO IBICARAÍ, CAJUEIRO DO IBICARAÍ",1
677764,"FAZENDA BOLANDEIRA, SANTA LUZIA, SANTA LUZIA",2
677782,"AÇUDE ÁGUA FRIA I MONTANTE, AÇUDE ÁGUA FRIA I, AÇUDE CATOLÉ MONTANTE, AÇUDE DE CATOLÉ, AÇUDE CATOLÉ JUSANTE, AÇUDE ÁGUA FRIA II MONTANTE, AÇUDE SERRA PRETA MONTANTE, AÇUDE DE SERRA PRETA, AÇUDE SERRA PRETA JUSANTE, AÇUDE ÁGUA FRIA II, AÇUDE ÁGUA FRIA II JUSANTE, CATOLÉ, CAATIBA - (Fazenda  São Paulo), CAATIBA, FAZENDA CATOLÉ, ITAPETINGA, ITAPETINGA, ITAPETINGA",12
677786,"BARRA DO MOSQUITO, ÁGUAS VERMELHAS, AÇUDE BARRAGEM SAMAMBAIA, AÇUDE SAMAMBAIA",0
677788,"SÃO JOÃO DO PARAÍSO, PONTE PRETA, PCH MACHADO MINEIRO RIO SÃO JOÃO DO PARAÍSO",0
677812,JACINTO,0
677814,"ALMENARA, FAZENDA CAJUEIRO, FAZENDA CAJUEIRO, AÇUDE SOBERBO",1
677816,"JEQUITINHONHA, JOAÍMA, FAZENDA BOA SORTE, FAZENDA BOA SORTE JUSANTE, FAZENDA BOA SORTE JUSANTE, JUSANTE DA MINERAÇÃO NACIONAL DE GRAFITE",3
677818,"RUBELITA, ITINGUINHA",1
677822,"QUEIXADA, ALFREDO GRAÇA, FAZENDA FACÃO, ARAÇUAÍ",2
677824,"CACHOEIRA SETUBAL, SETUBINHA, JENIPAPO DE MINAS, FRANCISCO BADARO",3
677826,"MINAS NOVAS, MINAS NOVAS",1
677828,"ITAMARANDIBA, PONTE MG-214, VEREDINHA",1
677846,"BANANAL, AÇUDE BANANAL",1
677872,JOSENÓPOLIS,0
677882,GRÃO MOGOL,0
677884,RIBEIRÃO EXTREMA,0
677888,"PCH SANTA MARTA MONTANTE, PCH SANTA MARTA BARRAMENTO, PCH SANTA MARTA JUSANTE",1
677892,AÇUDE RIBEIRÃO DO ONÇA,0
677894,RIBEIRÃO DA AREIA,0
677912,"PONTE BR-101, SANTA CRUZ CABRÁLIA, JOÃO DE TIBA - Travessia, MUNDO NOVO, EUNÁPOLIS, VARGEM ALEGRE, CACHOEIRA DO FÉLIX",4
677914,"GUARATINGA, RIO TIMÓTEO (jus. Santo Antonio do Jacinto), POUSO ALEGRE, DUAS BARRAS, PONTE RIO DO PEIXE, FAZENDA ÁGUAS BELAS, CAPTAÇÃO DA EMBASA - EUNÁPOLIS, PONTE BR-101 - Rio Buranhem, LAJE, FAZENDA LIMOEIRO, IRAIPÉ, VALE VERDE, EUNÁPOLIS",11
677916,"GUARATINGA, EUNÁPOLIS, PONTE BR-101",1
677918,MONTE PASCOAL - Rio Caraiva,0
677922,"CACHOEIRA SANTA CLARA, PCH CACHOEIRA DA LIXA MONTANTE, PCH CACHOEIRA DA LIXA BARRAMENTO, PCH COLINO 2 MONTANTE, PCH COLINO 2 BARRAMENTO, PCH COLINO 1 BARRAMENTO, PCH COLINO 1 JUSANTE, SÃO JOSÉ DO PRADO, CACHOEIRA GRANDE, PRADO, FAZENDA RIO DO SUL",6
677942,PONTE PARA SUSANO,0
677944,"IBIRAJA, MEDEIROS NETO",0
677946,ITANHÉM,0
677958,"PONTE BR-101 - Rio Peruipe, HELVÉCIA, MUCURI",1
677962,"SÃO PEDRO DO PAMPÃ, SÃO PEDRO DO PAMPÃ, SÃO PEDRO DO PAMPÃ, UHE SANTA CLARA CGH PAMPÃ, FAZENDA PARAÍSO, CARLOS CHAGAS",0
677964,"ATALÉIA, CARLOS CHAGAS, UHE SANTA CLARA CARLOS CHAGAS",1
677966,"LADAINHA, BARRAGEM TODOS OS SANTOS, PEDRO VERSIANI, PAVÃO, FRANCISCO SÁ, FRANCISCO SÁ, UHE SANTA CLARA FRANCISCO SÁ, FRANCISCO SÁ",3
677968,"CATUJI, NOVO ORIENTE DE MINAS, PCH MUCURI NORDESTE",2
677976,MUCURI,0
677978,"RIO PRETO DO NORTE, MUCURI, CRISTAL, CRISTAL, PEDRO CANÁRIO (Estância Pico), PORTO MIÚDO (após Vila Itaunas), MONT.PEDRO CANÁRIO - (Cap. CESAN), RIO ITAÚNAS, PEDRO CANÁRIO - CIDADE, ITAUNINHAS  (BR-101), PONTE  ENTRADA  CIDADE DE PEDRO CANÁRIO, PORTO MIÚDO, ITAÚNAS, PONTE DE ITAÚNAS",1
677982,"MANTENA, JUSANTE BARRA DO ARIRANHA, BARRA DO ARIRANHA - MONTANTE, BARRA DO ARIRANHA, BARRA DO ARIRANHA, BARRA DO ARIRANHA, CRICARÉ, BARRA DO RIO PRETO, BARRA DO SÃO FRANCISCO, RIO SÃO FRANCISCO, BARRA DE SÃO FRANCISCO, RIO PRETO, PRÓXIMO PONTE CACHOEIRA DO CRAVO, FAZENDA ENTRE RIOS, CÓRREGO DA BOA ESPERANÇA, NOVA VENÉCIA, NOVA VENÉCIA, PONTE BARRA SECA",1
677984,RIO CONCEIÇÃO DO QUINZE DE NOVEMBRO,0
677986,ATALÉIA,0
677992,IPIRANGA (LAGOINHA),0
677994,"SÃO JORGE DA BARRA SECA, FÁTIMA, RIO BARRA SECA, LAGOA DO CUPIDO, IPIRANGA (LAGOINHA), SURUACA, LAGOA ZACARIAS - SOBRA, FAZENDA BRAIZINHO, LAGOA JUPARANÃ 02",7
677998,"LAGOA MONSARÁS 02, LAGOA MONSARÁS 01, FAZENDA CAPORANGA, FAZENDA CALIFORNIA, LAGOA DO MARTINS",2
678118,"RIO SÃO JOSÉ, LINHARES",0
678132,"LAGOA NOVA 02, LAGOA NOVA 03, LAGOA NOVA 01",0
678142,CACHOEIRA DO OITO,0
678168,CHG TABOCAS,0
678172,"ITARAMA, ITAGUAÇU, ITAGUAÇU - JUSANTE, ITAGUAÇU, BOA VISTA, PONTE RIO SANTA JOANA, JUSANTE CÓRREGO DA PIABA, SANTA JOANA, VILA VERDE",2
678178,MUTUM PRETO,0
678184,PCH SÃO LUIZ MONTANTE 1,0
678242,"ASSARAI, ASSARAI",1
678244,"MUTUM, MUTUM",1
678246,FAZENDA BOA ESPERANÇA,0
678248,CGH INGA MIRIM JUSANTE,0
678256,PCH HENRIQUE NENES COUTINHO MONTANTE 1,0
678294,UHE PONTE DO SILVA - UPS ,0
678366,"CARATINGA, CARATINGA",0
678396,DOM CAVATI,0
678428,"FIDELÂNDIA VELHO, CAMPANÁRIO, CAMPANÁRIO",2
678542,"PCH TRONQUEIRAS BARRAMENTO, CACHOEIRA TRONQUEIRAS, PCH TRONQUEIRAS JUSANTE",0
678618,FAZENDA CORRENTE,0
678644,"SANTA MARIA DE ITABIRA, ITABIRA",1
678666,"CABECEIRA DO CÓRREGO PASSA SETE, CÓRREGO ÁGUA SANTA (Alvorada de Minas), CÓRREGO ÁGUA SANTA (Conc. Mato Dentro), CÓRREGO PASSA SETE ( ponte na MG-010), CÓRREGO PASSA SETE (mont. com. Água Quente), CÓRREGO PASSA SETE (Jus. com. Água Quente), CÓRREGO PASSA SETE (mont. com. Jacém), AFLUENTE DO CÓRREGO PEREIRA (MG-010), CÓRREGO PEREIRA (ponte da MG-010), CÓRREGO PEREIRA, CÓRREGO PASSA SETE ( em Áqua Quente), CÓRREGO VARGEM GRANDE, CÓRREGO PASSA SETE(próx. foz cór. vargem grande), CÓRREGO ZALU (ponte na MG-10), CÓRREGO SÃO JOSÉ DAS CAMPINAS",14
678696,"GONDO, CONCEIÇÃO DO MATO DENTRO, CONCEIÇÃO DO MATO DENTRO",1
678814,"PCH COCAIS GRANDE MONTANTE, PCH COCAIS GRANDE BARRAMENTO, PCH COCAIS GRANDE JUSANTE",2
678816,UHE SÁ CARVALHO BARRAMENTO SEVERO,0
678842,UHE GUILMAN-AMORIM RIO DA PRATA,0
678866,RIO MAQUINÉ (próx. sua foz),0
678868,PCH RIO PIRACICABA RIO TURVO,0
678892,"BARÃO DE COCAIS, PONTE ITAJURU",0
678894,"COLÉGIO CARAÇA, PONTE DO BRUMADO",1
678916,"BOM JESUS DO GALHO, CGH BOM JESUS DO GALHO MONTANTE, CGH BOM JESUS DO GALHO BARRAMENTO, CGH SUMIDOURO BARRAMENTO, CGH SUMIDOURO JUSANTE, PINGO D'ÁGUA, MARLIERIA",1
678922,VERMELHO VELHO,0
678924,ABRE CAMPO,0
678926,"SÃO PEDRO DO AVAÍ, CAPUTIRA",0
678952,PORTO DAS BIBOCAS,0
678958,DOM SILVÉRIO,0
678962,"BARRA LONGA, DIQUE S3, CÓRREGO SANTARÉM - DIQUE S3, DIQUE S4, MARIANA, MARIANA, PCH BICAS JUSANTE, BICAS, BICAS - JUSANTE, GUALAXO NORTE 01 - MARIANA, GUALAXO NORTE 02 - MARIANA, GUALAXO NORTE 03 - MARIANA, GUALAXO NORTE 04 - MARIANA, GUALAXO NORTE 05 - MARIANA, GUALAXO NORTE 06 - MARIANA, GUALAXO NORTE 07 - MARIANA, GUALAXO NORTE 08 - BARRA LONGA, CESTEIRA, FAZENDA OCIDENTE",2
678964,"OURO PRETO, CUIABANA, OURO PRESTO, SÃO CAETANO DE MARIANA, MARIANA, FURQUIM, PCH FURQUIM BARRAMENTO, PCH FURQUIM JUSANTE",7
678966,"FURQUIM, FAZENDA PARAISO",0
678972,USINA ANA FLORÊNCIA,0
678976,"VIÇOSA HIDRO, SERIQUITE, FAZENDA VARGINHA, GUARACIABA",3
678986,"USINA PE DO MORRO, PALMITAL",1
678992,"SENADOR FIRMINO, FAZENDA CACHOEIRA",1
679112,"LAGOA DO AREÃO 02, LAGOA DO AREÃO 01, LAGOA DO AREAL 01, LAGOA JUPARANÃ 03, RIO RIACHO",3
679114,"ARACRUZ - MONTANTE, CACHOEIRINHA, PRÓXIMO INONIBRAS",1
679116,"FUNDÃO - MONTANTE, FUNDÃO - JUSANTE, MONTANTE CIDADE FUNDÃO",1
679118,"FAZ. CACHOEIRINHA ALTA, RIO TIMBUÍ, SANTA TERESA, SANTA TERESA, SANTA TEREZA - JUSANTE, VALSUGANA VELHA, VALSUGANA VELHA MONTANTE, VALSUGANA VELHA - JUSANTE, FAZENDA LICÍNIO, CACHOEIRA SANTA LÚCIA, PONTE SOANHA",1
679142,"JAGUARAÇU, FORMATE, CONJUNTO MARCÍLIO DE NORONHA (MONT.), PONTE DA DIVISA (Cariacica - Viana), BAIRRO SÃO FRANCISCO / BETÂNIA, DOIS KM. JUS. PONTO FOR1C010 , CAÇAROCA (Ponto Final Onibus)",0
679144,"ARACATIBA, RIO JACARANDÁ",1
679146,"MARECHAL FLORIANO (BR-262), MARECHAL FLORIANO (Ponte Metálica), MARECHAL FLORIANO, USINA JUCU (Domingos Martins), PCH JUCU BARRAMENTO, PCH JUCU JUSANTE",0
679154,"JABUTI - SEAMA, PONTE SOBRE O RIO CONCEIÇÃO/BR-101, PONTE BR-101 (Rio Conceição), FAZENDA JABUTI, RIO JABUTI",1
679156,"MATILDE, PCH SÃO JOAQUIM MONTANTE, PCH SÃO JOAQUIM IRIRITIMIRIM, PCH SÃO JOAQUIM BARRAMENTO, PCH SÃO JOAQUIM JUSANTE, ES-146 - ALFREDO CHAVES, FAZENDA JABAQUARA, JABAQUARA - BR-101, JABAQUARA, JABAQUARA, PONTE SALINAS, FAZENDA BAIXO PONGAL",4
679158,"PIUMA, PAU D'ALHO, RIO NOVO, PONTE RIO NOVO, PONTE ITAPEMIRIM/RIO NOVO DO SUL, CAPTAÇÃO DA CESAN, ITAPUTANGA, ICONHA MONTANTE, ICONHA",4
679162,"FAZENDA BARRA SECA, FAZENDA DA GLÓRIA, MUQUI, ATÍLIO VIVACQUA, FAZENDA CACHETA, PONTE PARAÍSO, CAIXA D'ÁGUA MUQUI",1
679164,"PCH VIÇOSA BARRAMENTO, PCH VIÇOSA JUSANTE, FAZENDA LAJINHA, LAGINHA, PCH SÃO JOÃO BARRAMENTO, PCH SÃO JOÃO JUSANTE, CASTELO, RIO CASTELO, USINA SÃO MIGUEL, PCH FRUTEIRAS BARRAMENTO, PCH FRUTEIRAS JUSANTE",1
679166,"PONTE SÃO JOSÉ CAPARAÓ - IBITIRAMA, PCH FRANCISCO GROSS ITAOQUENA, IBITIRAMA, PCH FRANCISCO GROSS MONTANTE, PCH FRANCISCO GROSS RESERVATÓRIO, PCH FRANCISCO GROSS BARRAMENTO GERAÇÃO",1
679168,"USINA FORTALEZA, RIO BRAÇO NORTE ESQUERDO, PCH MUNIZ FREIRE JUSANTE",0
679182,CAMPOS,0
679184,"MIMOSO DO SUL, BIQUINHA, CAIXA D'ÁGUA = MIMOSO DO SUL, MIMOSO DO SUL, INHUMA",2
679186,"UHE ROSAL RIO VEADO, GUAÇUÍ, RIO DO VEADO",2
679188,"DORES DO RIO PRETO, DIVISA, PCH FUMAÇA IV BARRAMENTO, PCH FUMAÇA IV JUSANTE",2
679198,"ESTRADA GUAXINDIBA, BARRA SECA, PARQUE DO PRAZER, FAZENDA DO ALTO, FLORESTA, USINA BARCELOS, BREJO GRANDE, AO SUL DA MIRA 14, ESTRADA ABADIA - MUNDEUS, CAMPELO, CRUZAMENTO ESTR. ABADIA - MUNDEUS, FAZENDA BARRA SECA, FAZENDA GURIRI, FAZENDA SAUDADE, FAZENDA CAJUEIRO, FAZENDA RETIRO, MUNDEUS, ESTREITO, FAZENDA BARREIRAS, BAIXA ESCURA, MUENDAS, AROEIRA, FAZENDA BARRINHA, SÃO JOÃO DA BARRA, CANAL DO VIGÁRIO, FLORESTA, BARCELOS",24
679224,"PCH CARANGOLA MONTANTE 2, PCH CARANGOLA MONTANTE 1, PCH CARANGOLA BARRAMENTO, PCH CARANGOLA JUSANTE, CARANGOLA, PCH TOMBOS MONTANTE 2, TOMBOS, PCH TOMBOS MONTANTE 1, PCH TOMBOS BARRAMENTO, TOMBOS, PCH TOMBOS JUSANTE, PORCIÚNCULA, PORCIUNCULA, NATIVIDADE, NATIVIDADE, BR-356 - ITAPERUNA",1
679226,"CGH ALEGRE JUSANTE, BICUIBA, MIRADOURO, FAZENDA CACHOEIRA  , JUSSARA, PCH GLÓRIA MONTANTE 2, PCH GLÓRIA MONTANTE 1, PCH GLÓRIA BARRAMENTO, PCH GLÓRIA JUSANTE, PCH ORMEO J. BOTELHO BARRAMENTO, PCH ORMEO J. BOTELHO JUSANTE, MURIAÉ",2
679228,"FAZENDA UMBAÚBAS, FAZENDA UMBAÚBAS, USINA CORONEL DOMICIANO, PCH CORONEL DOMICIANO MONTANTE, PCH CORONEL DOMICIANO BARRAMENTO",4
679232,"PONTE NOVA, ITERERÉ, AO SUL DE ITARARE, CANAL ITERERÉ, MARRECAS",4
679242,"DUAS BARRAS, CANTAGALO I (Córrego Lavrinhas), CANTAGALO II (Córrego São Pedro), ALDEIA - RN, ALDEIA, CGH PEDRA LAVADA MONTANTE, CGH CHAVE DO VAZ BARRAMENTO, CGH CHAVE DO VAZ JUSANTE, FAZENDA PONTE DO ISMÉRIO, MACUCO, CORDEIRO, PCH EUCLIDELÂNDIA BARRAMENTO, PCH EUCLIDELÂNDIA JUSANTE, PONTO DE PERGUNTA, PONTO DE PERGUNTA, BARRA DO RIO NEGRO",3
679244,"PCH TUDELÂNDIA BARRAMENTO, PCH TUDELÂNDIA JUSANTE",0
679246,"SÃO JOSÉ DO RIBEIRÃO, PCH SANTO ANTÔNIO MONTANTE 2, CAMBUCAS",2
679248,"CONSELHEIRO PAULINO, YPU, OLARIA, NOVA FRIBURGO, VENDA DAS PEDRAS, SÍTIO SANTA PAULA, FRIBURGO, UHE CATETÉ - UCT, UHE HANS - UHA   (CAT-LEO), CONSELHEIRO PAULINO, CONSELHEIRO PAULINO, BAIRRO CONSELHEIRO PAULINO",1
679262,"USINA DO PIAU, PCH PIAU BARRAMENTO, PCH PIAU JUSANTE, PIAU, PIAU, PCH ANNA MARIA MONTANTE, PCH ANNA MARIA BARRAMENTO, PCH ANNA MARIA JUSANTE, JUSANTE DA REPRESA DE PONTE PRETA, PCH ANNA MARIA RIBEIRÃO DAS POSSES, PCH GUARY BARRAMENTO, PCH GUARY JUSANTE, RIBEIRÃO DAS POSSES (jus. Santos Dumont), RIO NOVO, RIO NOVO, RIO NOVO - 30M MON. PTE E.F. LOCAL, RIO NOVO - 50M. JUS. PTE E.F. LOCAL, ABAIXO RIBEIRÃO SÃO JOÃO, PCH NOVA MAURÍCIO MONTANTE, PCH NOVA MAURÍCIO BARRAMENTO, PCH NOVA MAURÍCIO JUSANTE, LEOPOLDINA, LEOPOLDINA, USINA MAURÍCIO, USINA MAURÍCIO, USINA MAURÍCIO VELHA - 80m JUS., USINA MAURÍCIO - 50m JUS S. JOÃO, CATAGUASES, USINA MAURÍCIO - JUSANTE, CATAGUASES",22
